O*NET-SOC Code,Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3.25,3.75,3.0,3.38,3.5,0.0,0.0,0.0,4.0,3.0,3.88,0.12,0.12,2.88,2.5,3.88,3.12,0.0,0.62,1.12,3.0,0.62,0.12,3.88,0.0,0.62,3.12,3.75,4.0,2.88,2.88,1.12,3.25,0.0,3.88
25-3021.00,Self-Enrichment Teachers,3.12,3.25,2.88,3.0,3.12,0.0,0.0,0.0,3.25,3.0,3.5,0.25,0.5,2.25,1.62,3.12,2.0,0.75,1.5,1.38,2.88,0.75,1.25,3.75,0.0,0.38,3.0,3.25,3.62,2.12,2.12,0.75,2.75,0.62,3.12
25-3041.00,Tutors,3.5,4.0,3.12,3.0,3.75,0.0,0.0,0.0,3.88,3.25,3.88,0.0,0.38,2.62,2.5,3.5,2.88,0.0,0.88,0.5,3.12,0.5,0.25,4.0,0.0,0.62,3.12,3.12,3.88,2.75,2.75,0.5,3.38,0.0,3.75
25-4011.00,Archivists,3.25,3.88,3.12,3.0,3.88,0.0,0.0,0.0,3.12,3.25,2.88,1.88,2.12,3.0,2.12,3.12,2.62,0.0,2.12,1.5,2.88,0.88,1.5,4.0,0.0,1.12,3.0,3.0,3.88,3.12,2.88,1.25,3.0,0.62,4.0
25-4012.00,Curators,4.12,4.25,3.62,3.75,4.38,0.0,0.12,0.12,3.38,3.88,3.5,3.62,3.75,3.62,3.0,4.0,3.38,0.38,2.38,1.25,3.62,1.0,2.5,4.62,0.0,1.25,3.0,3.38,4.12,3.38,3.75,0.88,3.62,0.5,4.62
25-4013.00,Museum Technicians and Conservators,3.12,3.88,3.0,3.12,3.38,0.38,1.0,0.5,3.12,3.12,3.0,1.12,1.62,2.12,2.5,3.25,2.5,1.38,0.5,2.0,2.5,0.62,2.75,4.12,0.88,2.25,2.75,3.0,3.5,2.75,2.75,1.38,2.88,1.0,3.75
25-4022.00,Librarians and Media Collections Specialists,3.0,3.88,2.62,2.75,3.75,0.12,0.38,0.25,3.12,3.0,3.12,2.75,2.38,2.75,1.75,3.38,2.5,0.38,1.5,1.25,2.62,1.38,0.38,4.0,0.0,0.25,3.25,3.12,3.5,2.25,2.38,1.12,2.88,0.38,3.75
25-4031.00,Library Technicians,2.88,3.12,2.0,3.0,3.25,0.62,0.12,0.0,2.88,2.5,2.88,1.0,1.38,2.62,2.12,2.88,1.5,0.88,1.0,1.0,2.0,0.75,0.5,3.88,0.12,0.25,3.25,2.88,3.0,2.0,1.88,0.5,2.62,0.75,3.0
25-9021.00,Farm and Home Management Educators,4.5,4.12,4.0,3.88,3.88,0.0,0.25,0.0,3.88,4.0,4.12,2.75,2.5,2.88,3.5,4.0,3.25,2.25,2.5,2.12,3.88,0.88,1.25,4.75,0.0,2.75,3.88,4.0,4.25,3.88,4.0,1.5,3.25,0.5,4.25
25-9031.00,Instructional Coordinators,4.12,4.38,3.88,3.88,4.12,0.0,0.12,0.0,4.25,4.12,4.75,2.38,2.5,3.38,2.88,4.25,3.38,0.0,1.5,1.25,3.38,0.62,1.5,4.62,0.0,0.62,3.62,4.0,4.38,3.75,3.88,0.75,3.88,0.5,4.5
25-9044.00,"Teaching Assistants, Postsecondary",3.12,4.0,3.12,3.0,3.38,0.0,0.0,0.0,3.5,3.0,3.5,0.38,0.88,2.25,2.0,3.25,2.25,0.0,2.0,1.25,2.62,1.0,1.5,4.25,0.0,1.62,3.12,3.12,3.5,2.38,2.12,1.12,3.0,0.88,3.38
27-1011.00,Art Directors,3.88,4.0,3.75,3.88,4.0,0.12,0.12,0.0,3.38,3.88,3.38,2.75,2.62,3.25,2.62,3.62,3.25,0.0,3.5,1.0,3.75,0.75,2.0,3.75,0.12,0.25,3.12,3.38,4.0,3.0,3.38,0.5,3.62,0.12,4.0
27-1012.00,Craft Artists,2.62,2.75,2.88,2.12,3.12,1.62,2.12,0.0,0.38,2.62,2.25,2.0,2.12,1.75,2.0,2.75,2.12,2.0,2.38,1.88,2.88,0.5,2.5,2.75,1.62,0.38,2.88,2.88,2.88,1.75,1.75,1.25,2.12,1.62,2.62
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.38,3.25,2.88,2.25,3.25,0.0,1.62,0.0,0.88,3.0,2.38,1.75,1.38,1.25,1.38,2.88,1.75,1.88,2.75,2.0,2.0,0.62,2.5,3.12,0.0,0.0,2.5,2.75,2.88,2.0,2.12,1.25,2.75,1.38,2.75
27-1014.00,Special Effects Artists and Animators,3.38,3.88,3.25,3.62,3.75,0.0,1.12,0.0,3.0,3.12,3.0,1.88,1.88,2.5,2.38,3.25,3.0,2.0,1.75,1.88,3.0,1.62,0.88,4.0,0.0,0.12,2.88,2.88,3.5,3.0,2.75,1.75,3.0,0.12,3.0
27-1021.00,Commercial and Industrial Designers,4.0,4.0,3.88,3.62,4.0,0.0,1.88,0.0,2.88,3.75,2.88,1.75,2.12,2.88,3.5,3.75,2.75,1.5,3.88,2.5,3.62,1.5,2.88,4.12,0.0,2.75,2.38,3.25,4.0,3.5,3.75,3.62,3.12,0.88,3.88
27-1022.00,Fashion Designers,3.38,3.88,3.38,3.75,3.62,0.0,0.62,0.0,3.12,3.62,3.12,2.75,2.62,3.12,2.25,3.75,3.38,0.0,3.38,1.88,3.5,0.62,2.0,3.75,0.0,0.25,3.25,3.75,3.62,3.0,3.5,0.62,3.88,1.0,3.5
27-1023.00,Floral Designers,2.88,3.12,2.62,2.88,3.38,0.0,0.62,0.0,2.25,2.75,2.12,1.75,2.25,2.25,2.12,2.88,2.5,0.38,2.75,0.38,2.88,0.38,1.38,3.0,0.0,0.25,3.0,3.0,3.38,1.88,1.5,0.5,2.88,0.0,2.75
27-1024.00,Graphic Designers,3.25,3.25,3.12,3.12,3.88,0.0,0.12,0.0,3.0,3.0,3.0,1.12,1.12,2.5,2.12,3.12,3.12,0.12,2.75,1.75,3.12,1.38,1.12,3.75,0.0,0.12,3.0,3.0,3.75,2.75,2.75,1.88,3.0,0.0,3.0
27-1025.00,Interior Designers,3.25,4.0,3.5,3.75,4.0,0.0,0.12,0.0,3.0,3.38,2.62,2.88,2.75,3.0,3.12,3.38,3.5,0.75,3.25,1.75,3.62,0.88,1.62,3.88,0.0,0.5,3.62,3.38,4.0,2.88,2.75,1.12,3.0,0.88,3.75
27-1026.00,Merchandise Displayers and Window Trimmers,3.0,3.12,2.88,3.12,3.38,0.0,0.5,0.12,2.38,3.0,2.0,0.75,1.5,2.38,1.38,2.88,2.25,1.0,2.0,1.0,3.0,0.5,1.75,3.12,0.0,0.25,2.88,2.88,3.25,2.38,2.38,0.75,2.88,0.75,2.88
27-1027.00,Set and Exhibit Designers,3.12,3.88,3.88,3.5,3.75,0.5,1.38,0.62,3.0,3.12,2.75,2.75,2.75,3.38,3.38,3.5,3.0,1.25,3.75,1.88,3.25,0.88,2.25,4.0,0.38,0.88,3.12,3.12,3.62,3.0,2.88,1.62,3.62,1.0,3.12
27-2011.00,Actors,2.62,3.62,2.62,3.0,3.0,0.0,0.0,0.0,2.62,3.0,2.5,0.0,0.0,2.38,0.0,3.0,2.62,0.0,1.38,0.25,2.75,0.0,0.0,3.88,0.0,0.5,2.25,3.75,4.0,1.62,1.62,0.38,3.0,0.0,3.38
27-2012.00,Producers and Directors,3.5,4.38,3.5,4.5,4.12,0.0,1.12,0.0,3.25,3.62,3.5,3.62,3.25,4.0,2.62,4.25,3.38,1.75,2.0,2.12,3.5,0.88,2.5,4.0,0.0,0.12,2.88,3.88,4.25,3.5,3.25,1.62,4.12,1.0,4.25
27-2012.03,Media Programming Directors,3.88,4.0,4.0,4.25,4.12,0.0,0.0,0.0,3.38,4.12,3.12,2.88,3.0,3.75,2.12,3.88,3.25,2.0,3.12,2.38,3.5,0.75,1.38,4.0,0.0,0.38,3.0,3.88,4.0,3.62,3.75,1.0,3.88,0.38,3.88
27-2012.04,Talent Directors,3.12,4.0,3.25,3.38,4.0,0.0,0.0,0.0,3.0,3.5,2.62,1.75,1.38,3.0,1.88,3.62,3.75,0.0,2.0,0.5,3.25,0.62,0.62,4.0,0.0,0.5,3.0,3.75,4.0,2.88,2.62,0.5,3.0,0.25,3.25
27-2012.05,Media Technical Directors/Managers,3.62,4.0,3.62,4.0,4.0,2.0,2.75,0.0,3.62,3.62,3.5,1.5,2.0,3.5,2.25,4.62,3.0,3.0,1.88,3.25,3.25,1.12,3.12,4.0,1.5,0.12,2.88,3.62,4.0,3.75,3.25,1.62,3.75,2.0,3.5
27-2021.00,Athletes and Sports Competitors,3.0,3.25,2.88,3.75,3.12,0.88,0.0,0.0,3.0,2.88,3.0,1.0,1.12,2.5,1.5,3.0,2.38,1.38,2.0,1.88,2.5,0.0,1.38,3.0,0.0,1.0,2.75,3.0,3.0,2.12,2.38,0.88,3.0,1.0,2.88
27-2022.00,Coaches and Scouts,4.0,4.0,3.88,4.12,4.0,0.0,1.38,0.0,4.75,4.12,4.0,2.38,2.62,4.38,2.0,4.75,4.0,1.25,2.88,2.0,4.12,0.38,2.5,4.0,0.0,1.12,3.88,4.0,4.0,3.88,4.12,1.5,4.0,1.0,4.0
27-2023.00,"Umpires, Referees, and Other Sports Officials",3.0,3.0,2.75,3.0,3.5,0.12,0.12,0.0,2.75,3.0,2.88,0.0,0.0,2.0,2.12,3.12,2.75,0.12,1.0,0.75,2.62,0.0,1.0,3.12,0.0,0.75,2.75,2.75,3.12,2.0,1.88,0.5,2.88,0.38,2.5
27-2031.00,Dancers,2.88,3.0,2.12,3.75,2.62,0.0,0.0,0.0,2.75,2.25,2.75,0.0,0.0,2.0,0.38,3.0,2.12,0.0,0.62,0.38,2.62,0.0,0.0,2.88,0.0,0.0,2.62,3.0,3.0,1.75,1.38,0.12,2.5,0.0,2.5
27-2032.00,Choreographers,3.25,3.88,3.12,4.0,3.5,0.0,0.0,0.0,4.25,3.12,3.38,0.75,1.12,3.5,1.0,3.62,2.88,0.0,2.88,0.5,3.0,0.25,0.62,3.25,0.0,0.5,3.12,3.75,4.0,2.75,2.75,0.88,3.38,0.0,3.0
27-2041.00,Music Directors and Composers,3.38,3.62,3.12,3.75,3.75,0.0,1.0,0.0,3.0,3.12,3.0,2.38,1.5,3.12,1.62,3.62,3.12,0.62,2.12,0.38,3.25,1.12,1.12,3.5,0.0,0.38,2.62,3.62,3.62,3.0,3.0,1.25,3.12,0.38,3.5
27-2042.00,Musicians and Singers,2.5,3.25,2.62,3.12,2.62,0.25,0.5,0.25,3.0,2.75,2.75,0.38,0.62,2.25,1.25,2.88,2.5,0.62,1.5,1.5,2.38,0.38,1.0,2.88,0.25,0.25,2.62,3.12,3.38,2.62,2.38,1.0,2.5,0.62,2.75
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,3.25,4.0,3.0,3.5,3.88,0.62,0.75,0.0,2.12,3.12,2.38,0.62,0.62,2.12,1.25,3.38,2.88,1.75,1.25,2.0,2.88,0.38,1.62,3.88,0.62,0.0,3.0,3.75,4.38,2.0,2.0,0.62,3.12,0.75,4.0
27-3023.00,"News Analysts, Reporters, and Journalists",3.75,4.0,3.19,3.5,4.06,0.0,0.06,0.0,2.38,3.31,2.38,0.75,0.81,2.62,1.31,3.44,3.0,1.25,1.75,1.31,3.25,0.75,0.69,4.31,0.0,0.06,2.75,3.94,4.62,2.44,1.81,0.56,3.38,0.12,4.44
27-3031.00,Public Relations Specialists,3.75,4.12,3.5,4.0,4.12,0.0,0.0,0.0,3.0,4.0,3.12,1.75,1.5,2.75,2.0,3.5,3.38,0.0,2.88,0.62,4.12,0.5,0.5,4.0,0.0,0.5,3.12,4.12,4.25,3.12,3.38,1.38,3.88,0.0,4.0
27-3041.00,Editors,3.88,4.0,3.12,3.38,4.0,0.0,0.0,0.0,3.12,3.38,3.0,0.75,0.5,3.38,2.38,3.38,3.5,0.25,1.5,1.5,3.38,0.75,3.25,5.12,0.0,0.0,2.75,3.5,4.0,3.12,2.75,0.62,4.0,0.0,5.0
27-3042.00,Technical Writers,3.62,3.88,3.0,3.0,3.88,0.0,0.0,0.0,2.75,3.0,2.25,0.38,0.62,2.12,0.62,3.0,2.38,0.0,2.5,0.5,2.88,0.38,1.88,4.88,0.0,0.25,1.88,2.75,3.75,2.12,1.25,0.38,3.0,0.12,5.0
27-3043.00,Writers and Authors,3.25,3.75,3.0,3.12,4.0,0.0,0.0,0.0,2.38,3.0,2.88,0.25,0.25,2.62,0.5,3.0,3.0,0.0,0.62,0.0,3.5,0.75,0.88,4.12,0.0,0.12,3.38,3.12,3.75,2.12,2.12,1.12,3.38,0.0,5.12
27-3043.05,"Poets, Lyricists and Creative Writers",3.88,3.88,3.38,3.0,3.88,0.0,0.5,0.0,2.25,3.38,2.75,1.0,0.88,1.0,0.5,3.25,2.5,0.25,1.75,0.5,3.12,0.62,0.75,4.62,0.0,0.5,2.12,3.38,3.88,2.12,2.12,0.75,2.88,0.0,5.75
27-3091.00,Interpreters and Translators,3.0,4.25,3.0,3.0,3.88,0.0,0.0,0.0,3.0,3.0,3.12,0.38,0.38,2.5,1.25,3.75,2.25,0.0,0.75,1.38,2.38,0.12,1.25,4.0,0.0,0.12,3.12,3.62,4.0,2.12,2.12,1.0,3.0,0.25,4.0
27-3092.00,Court Reporters and Simultaneous Captioners,2.38,3.88,2.0,1.75,2.75,0.5,0.25,0.0,0.5,2.0,1.88,0.0,0.0,0.5,0.62,3.0,0.88,1.38,0.12,1.62,0.88,0.12,1.88,3.62,0.38,0.0,1.75,2.25,3.12,0.88,0.75,0.0,2.62,0.75,3.25
27-4011.00,Audio and Video Technicians,3.0,3.25,3.0,3.12,3.75,2.38,2.25,2.12,3.0,2.88,3.0,1.0,1.75,2.75,2.0,3.38,2.5,3.0,1.62,3.12,2.5,1.25,3.0,3.62,2.5,0.0,3.12,3.0,3.12,2.88,2.75,1.75,3.0,2.88,3.12
27-4012.00,Broadcast Technicians,3.12,3.62,3.25,3.0,3.38,2.88,3.0,2.0,2.88,3.12,3.0,1.25,1.5,2.88,2.88,3.62,2.12,3.0,2.0,3.62,2.38,1.88,3.25,3.62,2.62,1.0,2.25,3.0,3.25,3.0,2.88,2.25,3.12,3.12,3.12
27-4014.00,Sound Engineering Technicians,3.12,3.5,3.25,3.12,3.62,2.62,2.62,0.5,2.88,3.0,2.88,1.38,1.75,2.62,2.0,3.5,2.88,3.0,0.5,3.0,3.12,1.0,3.0,3.5,2.5,0.38,3.0,3.0,3.12,3.0,3.12,1.88,3.0,2.75,3.12
27-4021.00,Photographers,3.12,3.62,3.0,3.0,3.25,1.0,2.25,0.38,2.88,3.0,2.88,0.88,1.12,2.88,1.75,3.12,2.88,2.0,2.88,2.25,3.0,0.62,2.5,3.12,0.75,1.5,3.12,3.0,3.25,2.38,2.38,1.62,3.0,1.75,2.88
27-4031.00,"Camera Operators, Television, Video, and Film",3.0,3.25,3.12,3.75,3.5,2.0,2.88,0.12,2.75,3.12,2.88,0.75,1.62,2.75,1.88,3.12,2.38,2.88,2.12,3.0,2.88,0.5,3.0,3.25,1.88,0.0,2.88,3.12,3.12,2.12,2.12,2.0,3.12,2.12,2.88
27-4032.00,Film and Video Editors,3.25,3.75,3.12,3.0,3.5,0.5,1.25,0.0,2.62,3.12,2.75,0.88,0.75,1.88,1.75,3.0,2.62,1.25,2.0,2.12,3.0,0.62,2.38,3.75,0.5,0.0,2.62,2.88,3.25,2.88,2.75,1.38,3.0,1.25,3.12
29-1011.00,Chiropractors,3.88,4.12,3.62,3.38,4.12,0.0,0.0,0.0,3.12,3.62,3.12,1.5,1.75,2.88,2.5,3.38,2.5,1.75,2.25,1.62,3.25,0.5,1.88,4.5,0.0,3.75,3.75,3.88,3.88,3.12,3.25,0.75,3.25,0.62,3.88
29-1021.00,"Dentists, General",4.5,4.0,4.12,4.0,4.38,0.88,2.12,0.38,3.88,4.12,3.75,3.0,3.0,3.75,3.0,4.0,3.12,2.88,2.38,2.62,3.88,0.75,2.75,5.0,0.62,3.75,3.75,3.75,4.0,3.0,3.0,2.12,4.0,1.5,4.0
29-1022.00,Oral and Maxillofacial Surgeons,4.5,4.0,4.38,3.5,4.75,1.38,1.88,0.0,3.5,4.12,3.38,1.5,1.5,3.12,2.75,3.88,2.75,3.0,3.38,2.38,3.25,0.5,2.62,5.25,1.25,3.88,3.88,3.88,4.12,3.25,3.5,1.88,3.25,1.5,3.88
29-1023.00,Orthodontists,4.0,4.0,4.0,3.88,4.0,0.0,1.38,0.0,3.62,3.88,3.5,2.0,2.25,3.25,2.62,4.0,3.0,2.0,3.62,2.75,3.25,0.5,2.25,4.12,0.0,3.5,3.25,3.88,4.0,3.0,2.88,2.0,4.0,1.25,4.0
29-1024.00,Prosthodontists,3.25,3.88,3.75,3.12,4.0,1.12,1.38,0.38,3.25,3.38,3.12,2.0,2.0,3.25,2.5,3.5,2.88,2.38,3.62,2.5,3.0,0.62,3.0,3.88,1.0,3.12,3.5,3.75,3.88,2.5,2.5,2.12,3.38,2.25,3.38
29-1031.00,Dietitians and Nutritionists,4.12,4.0,4.12,3.88,4.12,0.0,0.0,0.0,3.88,4.0,4.12,3.38,2.88,3.5,3.0,4.12,3.62,0.0,3.38,1.75,4.0,1.0,3.0,4.88,0.0,3.62,4.12,4.25,4.12,3.5,3.62,1.25,3.5,0.62,4.25
29-1041.00,Optometrists,3.88,4.25,3.88,3.5,4.25,0.0,0.0,0.0,3.25,3.88,3.12,2.12,2.12,3.12,3.0,3.5,3.0,2.25,2.12,2.12,3.38,1.12,2.88,4.88,0.0,3.88,3.75,3.88,4.0,3.12,3.12,0.88,3.25,1.88,4.0
29-1051.00,Pharmacists,4.12,4.38,3.5,3.75,4.38,0.0,0.38,0.0,3.75,3.88,3.38,2.25,2.62,3.38,3.25,4.5,2.88,0.62,2.75,2.0,3.12,0.62,2.5,4.75,0.0,3.75,3.75,4.0,4.25,3.0,3.25,1.0,3.62,0.88,4.0
29-1071.00,Physician Assistants,4.12,4.12,4.0,4.0,4.62,0.0,0.25,0.0,4.0,4.12,3.38,1.25,1.5,3.0,3.0,4.0,3.12,0.0,2.75,2.0,3.5,1.12,2.25,4.75,0.0,3.88,4.12,4.12,4.0,3.12,3.75,1.12,3.75,1.12,4.0
29-1071.01,Anesthesiologist Assistants,3.62,3.88,3.38,3.5,3.75,1.75,2.25,0.62,3.25,3.62,3.25,1.25,2.0,2.88,2.88,3.88,2.88,3.38,1.12,3.5,2.88,0.62,2.88,4.25,1.88,2.88,3.5,3.62,3.75,2.88,3.12,1.38,3.12,2.5,3.5
29-1081.00,Podiatrists,4.88,4.62,4.12,3.75,4.25,0.0,1.88,0.0,3.5,4.0,3.5,2.5,2.5,3.0,3.0,4.0,3.0,2.12,2.62,2.25,3.12,0.5,2.62,5.25,0.0,3.75,3.62,4.12,4.12,3.12,3.12,2.38,3.5,1.88,4.25
29-1122.00,Occupational Therapists,3.88,4.0,3.75,3.88,4.0,0.0,0.25,0.0,4.0,3.88,3.88,1.62,2.0,3.0,2.0,4.0,2.88,1.0,3.0,2.12,3.12,1.0,1.75,4.0,0.0,2.75,4.0,4.0,4.0,3.12,3.12,1.38,3.88,1.0,4.0
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",3.88,4.0,3.5,3.12,3.88,0.0,0.25,0.0,3.75,3.38,3.88,0.12,0.75,2.88,1.88,4.0,3.0,2.0,0.75,2.25,3.12,0.5,1.38,4.0,0.0,1.38,3.5,4.0,4.0,3.12,3.12,1.62,3.12,0.62,4.0
29-1123.00,Physical Therapists,3.25,4.12,3.38,3.75,3.88,0.62,0.88,0.25,3.62,3.88,3.12,1.12,1.5,3.12,2.62,3.88,3.0,1.75,2.75,2.12,3.12,0.88,1.88,4.38,0.62,2.75,4.0,4.0,4.12,3.12,3.0,1.62,3.75,1.75,4.0
29-1124.00,Radiation Therapists,3.0,3.88,3.0,3.12,3.75,2.75,2.62,0.0,3.38,3.12,3.0,1.0,1.38,2.88,2.88,3.38,2.5,3.5,2.62,3.38,2.75,1.12,3.38,3.88,2.12,3.0,3.25,3.62,3.5,2.75,2.75,1.0,3.25,2.75,3.25
29-1125.00,Recreational Therapists,3.25,4.0,3.5,3.88,4.0,0.0,0.38,0.0,3.75,3.12,3.5,1.62,1.88,3.0,2.0,3.88,3.12,1.25,3.0,1.5,3.75,0.62,1.38,4.0,0.0,1.75,4.25,4.12,4.0,2.88,3.0,1.12,3.12,0.5,4.0
29-1126.00,Respiratory Therapists,3.62,3.88,3.12,3.0,4.0,2.38,2.25,0.0,3.0,3.5,3.0,1.38,1.62,3.0,2.88,3.88,2.88,3.0,2.12,3.0,2.88,0.5,3.0,4.0,2.12,3.5,3.62,3.75,4.0,2.88,3.0,1.38,3.12,2.12,3.5
29-1127.00,Speech-Language Pathologists,4.25,4.12,3.88,3.75,4.12,0.0,0.62,0.0,4.0,3.88,4.12,0.0,0.12,2.62,2.38,4.12,2.88,0.75,3.12,1.88,3.0,0.88,2.25,5.0,0.0,3.0,3.75,4.25,4.25,3.25,3.62,1.88,3.25,0.62,4.38
29-1128.00,Exercise Physiologists,3.88,4.0,3.5,3.62,4.0,0.25,1.25,0.25,3.75,3.88,3.75,1.0,1.12,3.0,3.0,4.0,3.0,1.75,2.12,2.38,3.62,1.12,2.0,4.5,0.25,3.0,4.0,3.88,4.12,3.12,3.12,1.75,3.12,1.25,4.0
29-1129.01,Art Therapists,3.88,4.0,3.75,3.25,4.0,0.0,1.0,0.0,3.0,3.88,3.88,0.88,1.38,3.12,2.12,4.0,3.0,0.0,2.12,1.12,3.25,0.88,0.88,4.0,0.0,1.75,4.12,4.88,4.12,3.12,3.25,1.0,3.38,0.12,4.0
29-1129.02,Music Therapists,3.75,4.0,3.38,3.38,4.0,0.0,0.75,0.0,3.62,3.75,3.75,1.0,1.62,2.88,1.62,4.0,3.25,0.0,1.25,1.88,3.25,0.38,1.38,4.0,0.0,0.88,3.88,4.5,3.88,3.12,3.25,1.25,3.12,1.12,3.75
29-1131.00,Veterinarians,4.38,4.25,3.75,3.5,4.25,0.12,1.12,0.0,3.62,4.12,3.0,2.0,2.0,3.0,3.12,3.75,2.88,1.5,2.75,2.38,3.0,0.25,2.12,4.88,0.0,4.12,3.62,3.88,4.25,3.12,3.25,1.0,3.5,1.0,4.12
29-1141.00,Registered Nurses,4.12,4.25,3.38,4.0,4.12,0.0,0.88,0.0,3.75,3.75,3.62,1.38,1.75,2.88,3.12,4.0,2.88,2.12,1.75,2.88,2.88,0.62,3.0,4.25,0.12,2.88,4.0,4.38,4.25,2.88,3.0,1.12,3.12,1.38,3.88
29-1141.01,Acute Care Nurses,3.88,3.88,3.75,3.88,4.0,0.0,1.0,0.0,4.0,4.0,3.62,1.62,1.88,3.0,2.88,4.12,3.12,2.75,2.62,3.0,3.12,0.75,2.5,4.5,0.0,3.12,3.88,4.62,4.0,3.12,3.25,1.12,3.25,1.62,3.62
29-1141.02,Advanced Practice Psychiatric Nurses,4.0,4.12,3.5,3.88,4.0,0.0,0.0,0.0,3.25,4.0,3.75,1.88,2.0,3.0,2.62,4.0,3.88,0.0,0.62,1.75,3.75,0.75,0.38,4.25,0.0,2.75,3.88,4.88,4.0,3.25,3.12,0.75,3.88,0.0,4.0
29-1141.03,Critical Care Nurses,4.0,4.0,3.38,4.0,4.12,0.0,0.62,0.25,3.75,4.0,3.62,1.75,1.88,3.0,2.88,4.0,3.12,2.62,2.75,3.12,3.62,0.88,2.62,4.0,0.0,3.12,4.0,4.12,4.0,2.75,2.88,1.0,3.62,2.0,4.0
29-1141.04,Clinical Nurse Specialists,4.38,4.25,3.75,4.12,4.25,0.0,0.0,0.12,4.0,4.25,3.88,1.25,1.88,3.12,3.12,4.12,3.12,1.75,3.5,2.75,3.75,0.25,2.25,4.38,0.0,3.75,4.25,4.25,4.25,3.25,3.38,0.62,3.75,1.12,4.12
29-1151.00,Nurse Anesthetists,4.0,4.0,4.25,3.88,4.0,2.12,2.75,0.0,3.75,4.12,3.5,1.75,2.12,2.88,3.25,4.0,3.12,2.88,3.0,3.25,3.12,0.38,3.12,4.25,2.12,3.88,4.0,3.88,4.0,3.12,3.12,1.0,3.38,2.5,3.5
29-1161.00,Nurse Midwives,4.12,4.12,3.75,3.75,4.38,0.0,0.25,0.0,3.75,3.88,3.38,0.88,1.38,2.88,2.62,4.12,2.62,1.0,2.25,2.12,2.88,0.62,2.0,4.12,0.0,3.25,4.12,4.12,4.12,3.0,3.25,0.88,3.25,0.62,4.0
29-1171.00,Nurse Practitioners,4.12,4.88,4.12,3.88,4.12,0.0,0.75,0.0,3.88,4.12,3.88,1.25,1.25,3.12,3.12,4.12,3.12,1.38,3.38,2.62,3.88,0.5,2.5,4.88,0.0,3.88,4.0,4.62,4.0,3.25,3.12,1.0,3.88,1.12,4.0
29-1181.00,Audiologists,4.38,4.5,3.88,3.5,4.25,2.0,2.62,0.25,3.88,4.0,3.88,1.62,1.75,3.0,3.0,4.12,2.75,2.12,3.0,3.0,3.0,1.0,3.12,5.0,2.12,3.25,3.75,4.5,4.38,3.12,3.25,1.5,3.0,2.62,4.25
29-1211.00,Anesthesiologists,4.12,4.25,4.0,3.75,4.38,0.0,0.5,0.0,3.75,4.25,3.38,2.25,2.25,3.5,3.38,4.38,2.88,3.12,2.75,3.62,3.38,0.12,2.62,4.88,0.0,3.88,3.75,3.75,4.0,3.25,3.25,1.0,4.0,2.25,4.0
29-1213.00,Dermatologists,3.88,4.12,3.88,3.88,4.25,0.0,0.5,0.0,3.88,4.0,3.25,1.88,1.25,3.0,2.5,3.88,3.12,0.38,1.62,1.38,3.62,1.12,1.5,4.88,0.0,3.75,4.0,4.0,4.0,3.12,3.12,1.0,3.12,0.38,4.0
29-1215.00,Family Medicine Physicians,4.0,4.88,4.25,3.88,4.5,0.0,0.38,0.0,4.0,4.75,3.25,1.0,1.25,3.5,2.88,4.0,3.0,0.25,2.75,2.12,3.62,0.38,2.0,5.0,0.0,4.0,3.88,3.88,4.38,2.88,2.88,0.38,3.88,0.62,4.12
29-1216.00,General Internal Medicine Physicians,4.0,4.25,4.0,3.5,4.75,0.12,0.75,0.25,3.62,4.25,3.62,1.12,1.25,3.12,2.88,4.0,3.12,0.62,3.25,1.88,3.62,0.88,2.25,5.0,0.38,4.0,4.0,4.0,4.12,3.25,3.62,0.88,3.38,0.88,4.12
29-1217.00,Neurologists,4.62,4.5,4.62,3.75,4.88,0.0,0.62,0.0,4.62,4.5,4.25,1.75,2.0,3.38,3.25,4.62,2.88,0.5,1.88,2.0,3.75,0.88,2.25,5.5,0.0,4.12,3.62,4.62,4.38,3.38,3.62,1.0,3.88,1.38,4.38
29-1218.00,Obstetricians and Gynecologists,4.25,4.75,4.0,3.88,5.0,0.0,0.0,0.0,3.75,4.25,3.75,1.88,2.25,3.38,3.0,4.0,3.12,1.25,3.38,2.0,3.12,0.62,1.0,5.25,0.0,4.25,3.75,4.0,4.12,3.25,3.0,0.5,3.88,0.5,4.0
